Restaurant Name,Place Type,Cuisines,Cuisine Regionality,Price for 2,Restaurant Rating,Restaurant Review,Restaurant Address,District/Kecamatan,City,Province,Additional Info
RM Saung Talaga,['Casual Dining'],['Kopi'],"['Sunda', 'Indonesia']",250000,3.1,10,"Jl. Raya Sawangan No. 1, Pancoran Mas, Depok",Pancoran Mas,Depok,Jawa Barat,"['Ramah untuk Anak', 'Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Boba Buddy,['Toko Minuman'],"['Minuman', 'Bubble Tea']",['Indonesia'],60000,3.0,8,"Mall @ Alam Sutera, Lantai 2, Food Court, Jl. Jalur Sutera Barat, Pinang, Tangerang",Pinang,Tangerang Kota,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Rempah Wangi,['Casual Dining'],['Kopi'],"['Jawa', 'Indonesia']",200000,3.7,64,"Jl. R.S. Fatmawati No. 29, Fatmawati, Jakarta",Cilandak,Jakarta Selatan,DKI Jakarta,"['Pesan Antar', 'Ruang Pribadi Tersedia', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Buffet']"
New Eka,['Quick Bites'],['Kopi'],['Chinese'],200000,3.5,8,"Jl. Meruya Ilir Raya No. 9 Meruya, Jakarta",Kembangan,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Ruang Pribadi Tersedia', 'Pesan Antar']"
La Fellas,['Casual Dining'],"['Tea', 'Kopi', 'Desserts']",['Indonesia'],150000,3.6,29,"Ruko Florencia, Blok AA No. 11-12, Jl. Boulevard Bukit Gading Raya, Kelapa Gading, Jakarta",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Ruang Pribadi Tersedia', 'Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Catappa Restaurant - Grand Mercure Jakarta Kemayoran,['Casual Dining'],['Kopi'],"['Barat', 'Indonesia', 'Itali']",500000,4.0,264,"Grand Mercure Jakarta Kemayoran, Superblok Mega Kemayoran, Jl. H. Benyamin Sueb Kav B-6, Gunung Sahari, Jakarta",Kemayoran,Jakarta Pusat,DKI Jakarta,"['Ramah untuk Anak', 'Ruang Pribadi Tersedia', 'Sarapan', 'Di dalam ruangan', 'Hanya Wine dan Bir', 'Tempat duduk di luar', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Ruang Sholat', 'Area Merokok', 'Makan Dengan Grup', 'Wifi Tersedia', 'Buffet']"
Natrabu Minang Restaurant,['Quick Bites'],['Kopi'],"['Sumatera', 'Padang']",150000,4.0,68,"Jl. H. Agus Salim No. 29A, Menteng, Jakarta",Menteng,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Sarapan', 'Pesan Antar']"
Ben Seafood Sabang,['Quick Bites'],['Seafood'],['Asia'],150000,2.7,6,"Jl. H. Agus Salim No. 34, Thamrin, Jakarta",Menteng,Jakarta Pusat,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Kehidupan Malam']"
Soto Kudus Blok M,['Quick Bites'],['Soto'],"['Jawa', 'Indonesia']",80000,4.0,105,"Jl. Wijaya 1 No. 44, Dharmawangsa, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia']"
Oiio Bistro,['Casual Dining'],['Kopi'],['Barat'],120000,3.9,111,"Ruko Prominence Alam Sutera, Blok 38G No. 31-32, Jl. Jalur Sutera Boulevard No. 15, Pinang, Tangerang",Pinang,Tangerang Kota,Banten,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Rehat Kopi 32,['Kafe'],"['Kopi', 'Minuman', 'Makanan Jalanan']","['No Region', 'Indonesia']",80000,3.2,14,"Jl. Pamulang Permai 1, Blok B17 No. 32, Pamulang, Tangerang",Pamulang,Tangerang Selatan,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']"
Games On Cafe,['Kafe'],"['Tea', 'Kopi']",['No Region'],100000,3.9,74,"Ruko Beryl 3, No. 39, Jl. Kelapa Gading Selatan, Gading Serpong, Serpong Utara, Tangerang",Kelapa Dua,Tangerang Kabupaten,Banten,"['Ruang Pribadi Tersedia', 'Sarapan', 'Di dalam ruangan', 'Area Merokok', 'Board Games', 'Wifi Tersedia']"
Ayam Pedos,['Quick Bites'],['Ayam'],"['Jawa', 'Indonesia']",80000,3.8,46,"Ruko Tol Boulevard, Blok D No. 1, Serpong, Tangerang",Serpong,Tangerang Selatan,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Omotenashi Teppanyaki,['Quick Bites'],['Kopi'],['Jepang'],100000,3.6,4,"Kota Wisata, Ruko Sentra Eropa, Blok A No. 11, Jl. Transyogi, Jatisampurna, Bekasi",Gunung Putri,Bogor Kabupaten,Jawa Barat,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Gado - Gado AA,['Quick Bites'],"['Makanan Sehat', 'Soto']","['Jawa', 'Indonesia']",70000,2.8,18,"Jl. Kelapa Kopyor, Blok MI No. 15, Kelapa Gading, Jakarta",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']"
Kazan Ramen,['Food Court'],['Ramen'],['Jepang'],160000,4.0,292,"AEON Mall, Lantai 3, Ramen Village, Jl. BSD Raya Utama, Serpong, Tangerang",Pagedangan,Tangerang Kabupaten,Banten,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']"
La Mouette,['Toko Kue & Roti'],['Kue & Roti'],['Indonesia'],60000,3.6,10,"Jl. Melawai 9 No.3, Melawai, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Desserts and Bakes', 'Di dalam ruangan']"
Sriwijaya - The Dharmawangsa,['Fine Dining'],['Kopi'],"['Perancis', 'Indonesia']",600000,3.8,30,"The Dharmawangsa, Jl. Brawijaya Raya No. 26, Dharmawangsa, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Hanya Wine dan Bir', 'Makan Mewah', 'Reservasi meja direkomendasikan', 'Wifi Tersedia']"
Uncle Pho,['Quick Bites'],['Kopi'],['Chinese'],100000,3.9,20,"Jl. Raya Mangga Besar No.72, Mangga Besar, Jakarta",Tamansari,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Chasio Garing ACC,['Quick Bites'],['Kopi'],['Chinese'],150000,3.8,42,"Jl. Danau Sunter Utara, Blok G3 No. 12, Sunter, Jakarta",Tanjung Priok,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
BUM Kitchen,['Kafe'],['Kopi'],['Indonesia'],150000,3.6,40,"Jl. Imam Bonjol No. 70, Karawaci, Tangerang",Karawaci,Tangerang Kota,Banten,"['Parkir Gratis', 'Sarapan', 'Di dalam ruangan', 'Tempat duduk di luar', 'Parkir Valet Tersedia', 'Area Merokok', 'Wifi Tersedia', 'Menu Makan Siang']"
Shabu Masa,['Casual Dining'],['Sushi'],"['Chinese', 'Jepang']",250000,3.6,27,"Jl. Tuna Raya No. 5, Pluit, Jakarta",Penjaringan,Jakarta Utara,DKI Jakarta,"['Ramah untuk Anak', 'Ruang Pribadi Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
BE-EM Cafe,['Kafe'],"['Kopi', 'Desserts']","['Indonesia', 'No Region', 'Itali', 'Asia']",160000,3.2,26,"Jl. Pondok Kelapa Raya No. 80, Duren Sawit, Jakarta",Duren Sawit,Jakarta Timur,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Live Music', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Bakwan Pabean,['Quick Bites'],"['Bakso', 'Snacks']",['Indonesia'],80000,3.8,52,"Jl. Panglima Polim Raya No. 75B, Dharmawangsa, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']"
The Patio Lounge - R Hotel Rancamaya,"['Lounge', 'Quick Bites']","['Kopi', 'Desserts']",['Indonesia'],250000,3.4,8,"R Hotel Rancamaya, Jl. Raya Rancamaya Utama, Bogor Selatan, Bogor",Bogor Selatan,Bogor Kota,Jawa Barat,"['Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia']"
Chicken Run,['Quick Bites'],"['Grill House', 'Ayam']",['Indonesia'],130000,3.7,48,"Jl. Senopati Raya No. 27, Senopati, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']"
Ikan Nila Pak Ugi,['Quick Bites'],['Seafood'],['Asia'],100000,3.9,110,"Jl. Boulevard Raya, Blok FX1 No. 1, Kelapa Gading, Jakarta",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']"
Krossroadz,"['Quick Bites', 'Kafe']","['Tea', 'Kopi', 'Snacks', 'Desserts']",['Indonesia'],200000,3.6,62,"Mahaka Square, Blok B8 No. 11, Jl. Kelapa Nias, Kelapa Gading, Jakarta 14240",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Aneka Seafood,['Quick Bites'],['Seafood'],['Asia'],150000,3.4,33,"Komplek Taman Duta Mas, Jl. Kusuma, Blok A3 No. 58, Jelambar, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Uncle Pin's Seafood,['Quick Bites'],['Seafood'],['Asia'],200000,3.8,41,"Jl. Pluit Karang Timur, Blok B8 No. 78-80, Muara Karang, Jakarta",Penjaringan,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok', 'Hanya Bir']"
Ba'so Seuseupan,['Quick Bites'],['Bakso'],['Indonesia'],70000,4.0,181,"Jl. Bangbarung Raya No. 3, Bogor Utara, Bogor",Bogor Utara,Bogor Kota,Jawa Barat,"['Bawa Pulang Tersedia', 'Area Merokok', 'Sarapan', 'Di dalam ruangan']"
Koi Teppanyaki,['Food Court'],['Kopi'],"['Indonesia', 'Jepang']",120000,3.6,57,"Pondok Indah Mall 2, Lantai 3, Food Court, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",Kebayoran Lama,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']"
Joy's Gelato,['Dessert Parlor'],"['Pizza', 'Desserts', 'Kopi', 'Ice Cream']",['Indonesia'],75000,3.8,38,"Ruko Blitz, Blok B No. 36, Jl. Gading Serpong, Serpong Utara, Tangerang",Kelapa Dua,Tangerang Kabupaten,Banten,"['Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
"Rumah Makan Ayam Goreng ""Ardhita""",['Quick Bites'],['Ayam'],"['Jawa', 'Asia', 'Indonesia']",120000,3.8,31,"Jl. Raya Pajajaran No. 61, Bogor Timur, Bogor",Bogor Timur,Bogor Kota,Jawa Barat,"['Tempat duduk di luar', 'Di dalam ruangan', 'Sarapan', 'Pesan Antar']"
Big Bowl & Co,['Quick Bites'],['Makanan Sehat'],['Indonesia'],200000,3.5,7,"Crumble Crew, Jl. Tulodong Bawah No. 1A, Senopati, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Di dalam ruangan', 'Ruang Sholat', 'Parkir Valet Tersedia', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Mimoosa,['Quick Bites'],['Kopi'],"['Indonesia', 'Chinese']",100000,3.8,74,"Jl. Gading Kirana, Blok A13 No. 33, Kelapa Gading, Jakarta",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Sarapan', 'Pesan Antar']"
Fleur Coffee,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Barat']",150000,3.1,6,"Jl. Mindi No. 9, Koja, Jakarta",Koja,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']"
The Silk Route Restaurant,['Casual Dining'],['Kopi'],"['India', 'Kontinental', 'Chinese']",400000,3.8,42,"Sainath Tower, Lantai 21, Jl. Selangit, Blok B9 No. 7, Gunung Sahari, Jakarta",Kemayoran,Jakarta Pusat,DKI Jakarta,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Pilihan Vegan', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Ramah Vegetarian']"
Meatime,['Kaki Lima'],"['Meat', 'Steak']",['Indonesia'],170000,3.4,25,"Pasar Modern Paramount, Jl. Boulevard Raya Gading Serpong, Serpong Utara, Tangerang",Kelapa Dua,Tangerang Kabupaten,Banten,"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']"
RICARAJA,['Quick Bites'],['Kopi'],['Manado'],100000,3.7,40,"Jl. Boulevard Raya, Blok TA 2 No. 7, Kelapa Gading, Jakarta",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']"
Cimon Seafood,['Quick Bites'],['Seafood'],"['Asia', 'Indonesia']",170000,3.4,50,"Jl. Prof. Dr. Satrio No. 18, Karet, Jakarta 12920",Setiabudi,Jakarta Selatan,DKI Jakarta,"['Pesan Antar', 'Di dalam ruangan', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia']"
Ramurasa,['Casual Dining'],['Kopi'],['Indonesia'],100000,3.8,25,"Jl. Kemang Timur No .48A, Kemang, Jakarta",Mampang Prapatan,Jakarta Selatan,DKI Jakarta,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Rumoh Kupi Premium,['Casual Dining'],['Kopi'],['Indonesia'],250000,3.1,6,"Jl. Jenderal Ahmad Yani No. 58, Tanah Sareal, Bogor",Tanah Sereal,Bogor Kota,Jawa Barat,"['Tempat duduk di luar', 'Di dalam ruangan', 'Live Music', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Seblak Wae-Atuh,['Quick Bites'],['Makanan Jalanan'],['Indonesia'],60000,3.5,121,"Jl. Tanjung Duren Utara 4 No. 450, Tanjung Duren, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Ramah untuk Anak', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']"
Ngunya,['Casual Dining'],['Barbekyu'],['Indonesia'],200000,3.8,11,"Ruko Marga No. 7, Jl. Bintaro Utama No. 3A, Pondok Aren, Tangerang",Ciputat Timur,Tangerang Selatan,Banten,"['Bawa Pulang Tersedia', 'Area Merokok', 'Di dalam ruangan']"
Kampoeng Koffie,['Kafe'],"['Desserts', 'Kopi']",['Indonesia'],90000,3.6,48,"Jl. Cempaka Putih Raya, Blok Q1 No. 9, Cempaka Putih, Jakarta",Cempaka Putih,Jakarta Pusat,DKI Jakarta,"['Desserts and Bakes', 'Di dalam ruangan', 'Ruang Sholat', 'Area Merokok', 'Pesan Antar', 'Wifi Tersedia']"
Luwih Coffee & Eatery,['Casual Dining'],"['Kopi', 'Minuman']","['No Region', 'Itali', 'Indonesia']",150000,3.1,38,"Jl. Cikatomas 1 No. 14, Senopati, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Ruang Konspirasi - Kopi + Inspirasi,['Kafe'],"['Tea', 'Desserts', 'Kopi', 'Minuman']",['No Region'],120000,3.9,70,"Graha Raya Bintaro, Ruko Cornelia, Blok A No. 2, Jl. Cornelia Pondok Jagung Timur, Serpong Utara, Tangerang Selatan.",Serpong Utara,Tangerang Selatan,Banten,"['Ruang Pribadi Tersedia', 'Parkir Gratis', 'Sarapan', 'Di dalam ruangan', 'Desserts and Bakes', 'Tempat duduk di luar', 'Area Merokok', 'Wifi Tersedia']"
Sate Tegal Abu Salim,['Quick Bites'],['Satay'],"['Arab', 'Indonesia']",130000,3.9,75,"Jl. Raya Condet No. 2, Kramat Jati, Jakarta",Kramatjati,Jakarta Timur,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Nasi Goreng Guan Tjo,['Quick Bites'],['Kopi'],"['Indonesia', 'Chinese']",70000,3.8,18,"Jl. Suryakencana No. 193, Bogor Tengah, Bogor",Bogor Tengah,Bogor Kota,Jawa Barat,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok']"
Bakmi Sui Sen,['Quick Bites'],['Bakmi'],"['Indonesia', 'Chinese']",130000,4.0,103,"Metro Atom Plaza, Lantai 1, Jl. K.H. Samanhudi, Pasar Baru, Jakarta",Sawah Besar,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Sarapan', 'Pesan Antar']"
PAL8,['Casual Dining'],['Kopi'],"['Indonesia', 'Barat']",350000,3.8,6,"Ascott Sudirman Jakarta, Lantai Ground, Jl. Prof. DR. Satrio No.KAV. 11, Karet, Jakarta",Setiabudi,Jakarta Selatan,DKI Jakarta,"['Tempat duduk di luar', 'Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Tori-Ichi Japanese Street Yakitori,['Casual Dining'],['Makanan Jalanan'],"['Indonesia', 'Jepang']",200000,3.5,122,"Street Gallery, Lantai 1, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",Kebayoran Lama,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan']"
Bakmi Garing,['Quick Bites'],['Bakmi'],['Indonesia'],70000,3.1,32,"Jl. Prof. Dr. Satrio No. 238, Karet, Jakarta",Setiabudi,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Lugano Cafe,['Kafe'],"['Tea', 'Kopi']",['No Region'],80000,3.8,72,"Jl. BSD Raya Utama, Serpong Utara, Tangerang",Pagedangan,Tangerang Kabupaten,Banten,"['Pesan Antar', 'Ruang Pribadi Tersedia', 'Hanya untuk reservasi meja', 'Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Mars Kitchen,['Casual Dining'],['Kopi'],['Indonesia'],200000,4.0,94,"Jl. RS Fatmawati No. 14B, Fatmawati, Jakarta",Cilandak,Jakarta Selatan,DKI Jakarta,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Volare,['Casual Dining'],"['Pizza', 'Steak']",['Itali'],600000,3.9,84,"Cilandak Town Square, Jl. TB Simatupang, Fatmawati, Jakarta",Cilandak,Jakarta Selatan,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Menyediakan cocktail', 'Biaya Buka Botol', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Nusa Indah,['Quick Bites'],['Kopi'],"['Jawa', 'Sunda']",100000,3.7,67,"Jl. KH. Ahmad Dahlan No. 33, Gandaria, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']"
Ayam Taliwang Lima Rasa,['Quick Bites'],['Ayam'],"['Lombok', 'Indonesia']",150000,3.0,56,"Jl. Prof. Dr. Satrio No. 18, Karet, Jakarta",Setiabudi,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']"
KOPINIAN Cafe,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Indonesia']",100000,3.3,12,"Jl. Raden Inten II No. 85 B, Duren Sawit, Jakarta",Duren Sawit,Jakarta Timur,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Terra Coffee & Pattiserie,['Kafe'],"['Tea', 'Kopi', 'Minuman', 'Kue & Roti']",['No Region'],120000,3.4,16,"Kampung Makan Joglo 21, Jl. Joglo Raya No. 21, Meruya, Jakarta",Kembangan,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Desserts and Bakes', 'Di dalam ruangan']"
Afterhour,['Bar'],['Grill House'],['Itali'],400000,3.5,33,"Jl. Pantai Indah Utara 2, Blok FD Kav. k2, Pantai Indah Kapuk, Jakarta 14460",Penjaringan,Jakarta Utara,DKI Jakarta,"['Alkohol Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Kehidupan Malam']"
Chatter Box,['Casual Dining'],['Kopi'],"['Peranakan', 'Barat', 'Chinese']",160000,3.9,82,"Plaza Senayan, Lantai 5, SOGO, Jl. Asia Afrika No. 8, Senayan, Jakarta",Tanah Abang,Jakarta Pusat,DKI Jakarta,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Hiroya Japanese Restaurant,['Quick Bites'],"['Sushi', 'Ramen']",['Jepang'],170000,3.9,156,"Jl. Anggrek No. 33, Rawamangun, Jakarta",Pulogadung,Jakarta Timur,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Saigon Coffee Shop,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Asia']",100000,3.5,21,"Jl. Green Ville, Blok AS No. 35, Green Ville, Jakarta",Kebon Jeruk,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Area Merokok', 'Di dalam ruangan']"
Sixth On Rooftop - Cordela Norwood Hotel,['Casual Dining'],['Kopi'],"['Asia', 'Barat']",200000,3.0,16,"Cordela Norwood Hotel, Jl. Teuku Cik Ditiro II No. 2, Cikini, Jakarta",Menteng,Jakarta Pusat,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Ramah untuk Difabel', 'Rooftop', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Backyard Coffee and Shop,['Kafe'],"['Desserts', 'Kopi', 'Minuman']",['No Region'],80000,3.7,18,"Jl. Pondok Betung Raya No. 1, Bintaro, Jakarta",Pondok Aren,Tangerang Selatan,Banten,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']"
G'litik Indonesia Eatery,['Casual Dining'],['Kopi'],['Indonesia'],150000,3.5,13,"Jl. Birah Raya No. 9, Senopati, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Ramah Vegetarian']"
Bakpau B Delapan,['Toko Kue & Roti'],['Kue & Roti'],['Indonesia'],60000,3.8,22,"Komplek Taman Duta Mas, Jl. Kusuma 1, Blok B8 No. 8, Jelambar, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Desserts and Bakes', 'Di dalam ruangan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Kozy Hub,['Kafe'],"['Kopi', 'Snacks']",['Indonesia'],120000,3.3,6,"Jl. Pos Pengumben Lama No. 27, Kebayoran Lama, Jakarta",Kebon Jeruk,Jakarta Barat,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Sarapan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Nasi Pedas Oseng Juragan,['Quick Bites'],['Kopi'],['Indonesia'],80000,3.7,22,"Jl. Gading Serpong Ruko Spark Blok B No 3-5, Serpong Utara, Tangerang",Serpong Utara,Tangerang Selatan,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Cascara,['Kafe'],"['Tea', 'Kopi', 'Makanan Sehat']",['Indonesia'],80000,3.9,51,"Ruko Darwin, No, 68, Jl. Raya Scientia, Serpong Utara, Tangerang",Pagedangan,Tangerang Kabupaten,Banten,"['Parkir Gratis', 'Tempat duduk di luar', 'Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pilihan Vegan', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
RM Pangeran Khas Minang,['Quick Bites'],['Kopi'],"['Sumatera', 'Padang']",80000,3.9,80,"Jl. Raya Serpong Priyang No. 67, Serpong Utara, Tangerang",Serpong Utara,Tangerang Selatan,Banten,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']"
Bumbu Pekalongan,['Quick Bites'],['Kopi'],['Jawa'],100000,3.8,86,"Ruko Crystal 1 No. 11-12, Jl. Kelapa Gading Selatan, Gading Serpong, Near Serpong Utara, Tangerang",Kelapa Dua,Tangerang Kabupaten,Banten,"['Di dalam ruangan', 'Sarapan', 'Pesan Antar']"
Brownstones,"['Toko Kue & Roti', 'Kafe']","['Tea', 'Kopi', 'Kue & Roti', 'Desserts']",['Indonesia'],100000,4.2,190,"Jl. Bintaro Utama 3A, Blok DD12 No. 41, Pondok Aren, Tangerang",Pondok Aren,Tangerang Selatan,Banten,"['Bawa Pulang Tersedia', 'Desserts and Bakes', 'Sarapan', 'Di dalam ruangan']"
Gora Coffee & Eatery,['Kafe'],"['Kopi', 'Minuman']",['No Region'],80000,3.6,38,"Jl. Tebet Raya No. 11G, Tebet, Jakarta",Tebet,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok']"
FJ Rotisserie,['Casual Dining'],['Kopi'],"['Eropa', 'Barat', 'Indonesia']",350000,3.6,41,"Dharmawangsa Square, Lantai Ground, Jl. Dharmawangsa VI, Dharmawangsa, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Alkohol Tersedia', 'Di dalam ruangan']"
YOGO The Yoghurt Juice,['Dessert Parlor'],"['Desserts', 'Jus', 'Minuman']",['Indonesia'],100000,3.9,46,"Living World Alam Sutera, Upper Ground, Jalan Alam Sutera Boulevard Kav. 21, Serpong Utara, Tangerang, Serpong Utara, Tangerang",Serpong Utara,Tangerang Selatan,Banten,"['Desserts and Bakes', 'Di dalam ruangan']"
